jittered_title,seed_title,onet_code,onet_name
"Lead Makeup Artist - Bridal and Event Services, Salon Environment",Makeup Artist,39-5091.00,"Makeup Artists, Theatrical and Performance"
Process Engineering Technician - Biotech Manufacturing,Process Engineering Technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
"Senior Process Technician - Chemical Plant Operations, $80k-$100k",Process Engineering Technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
"Engineering Technician, Process Control - Oil and Gas Industry",Process Engineering Technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
Process Engineering Tech - Food Processing and Packaging,Process Engineering Technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
"Entry-Level Process Technician - Training Program, Mechanical Aptitude Required",Process Engineering Technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
"Community Association Manager - Luxury High Rise Condominiums (Chicago, IL)",Community Association Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
On-Site Community Association Manager - Portfolio of Residential Properties,Community Association Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
Community Manager (CAM) - Homeowners Associations (HOA) - Irvine,Community Association Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
Senior Community Association Manager - Large Scale Residential Developments,Community Association Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
Portfolio Community Association Manager - Multi-Family Properties (Denver Metro),Community Association Manager,11-9141.00,"Property, Real Estate, and Community Association Managers"
"Freight Rail Operator - Night Shift (Buffalo, NY) - Competitive Pay & Benefits",Rail Operator,53-4041.00,Subway and Streetcar Operators
Rail Operator - Locomotive Engineer (LE) - Union Pacific Railroad,Rail Operator,53-4041.00,Subway and Streetcar Operators
"Railroad Operator - Conductor/Engineer - $30+/hr (Pasco, WA)",Rail Operator,53-4041.00,Subway and Streetcar Operators
Commuter Rail Operator - Part-Time (Weekends) - $25-$30/hour,Rail Operator,53-4041.00,Subway and Streetcar Operators
Heavy Haul Rail Operator - Experienced Engineers Wanted (Relocation Assistance),Rail Operator,53-4041.00,Subway and Streetcar Operators
Ticket Agent - Airline Customer Service Representative (DFW Airport),Ticket Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Box Office Ticket Agent - Performing Arts Center (Part-Time),Ticket Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
"Ticketing Agent - Sports & Entertainment Venue (Nashville, TN)",Ticket Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Travel Ticket Agent - Corporate Travel Agency (New York City),Ticket Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
"Ticket Agent (Seasonal) - Amusement Park - $12-$15/hour (Orlando, FL)",Ticket Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
In-Store Food Demonstrator - Part-Time (Weekends) - $15-$20/hour,Food Demonstrator,41-9011.00,Demonstrators and Product Promoters
Food Demonstrator/Sampler - National Retailer (Multiple Locations),Food Demonstrator,41-9011.00,Demonstrators and Product Promoters
"Experienced Food Demonstrator - Gourmet Food Store (Boston, MA)",Food Demonstrator,41-9011.00,Demonstrators and Product Promoters
Food Demo Representative - Specialty Foods Company (Los Angeles),Food Demonstrator,41-9011.00,Demonstrators and Product Promoters
"Retail Food Demonstrator - Flexible Scheduling (Austin, TX) - $18-$22/hour",Food Demonstrator,41-9011.00,Demonstrators and Product Promoters
Section Violinist - Professional Symphony Orchestra (Audition Required),Orchestra Musician,27-2042.00,Musicians and Singers
Orchestra Musician (Various Instruments) - Freelance/Contract Work,Orchestra Musician,27-2042.00,Musicians and Singers
Principal Trombonist - Jazz Orchestra (Touring Opportunities),Orchestra Musician,27-2042.00,Musicians and Singers
Orchestra Musicians Wanted - Classical Music Performances (New York City),Orchestra Musician,27-2042.00,Musicians and Singers
Percussionist - Classical Orchestra - Part-Time (Seasonal) - $50-$75/hour (San Francisco),Orchestra Musician,27-2042.00,Musicians and Singers
"CNC Radial Drill Operator - 2nd Shift (Mon-Thu, 4pm-2am)",Radial Drill Operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Radial Drill Machinist - Top Pay & Benefits!,Radial Drill Operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Journeyman Radial Drill Operator - Immediate Hire,Radial Drill Operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing: Radial Drill Operator - Entry Level (No Experience Necessary),Radial Drill Operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Senior Radial Drill Operator - Lead Hand (Competitive Salary & Bonus),Radial Drill Operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"Bicycle Messenger - Full-Time, High Volume Package Delivery",Messenger,43-5021.00,Couriers and Messengers
Messenger/Courier (Part-Time) - Morning Shift (6am-12pm),Messenger,43-5021.00,Couriers and Messengers
"On-Demand Messenger - Flexible Hours, Daily Pay",Messenger,43-5021.00,Couriers and Messengers
"Legal Messenger - Court Filings, Process Serving (Experienced Preferred)",Messenger,43-5021.00,Couriers and Messengers
"Messenger/Driver - Medical Deliveries (Local Routes, Competitive Pay)",Messenger,43-5021.00,Couriers and Messengers
General Accountant - Financial Reporting & Analysis (CPA Preferred),General Accountant,13-2011.00,Accountants and Auditors
"Accounting Generalist - AP/AR, Journal Entries, Reconciliations",General Accountant,13-2011.00,Accountants and Auditors
Senior General Accountant - Budgeting & Forecasting (5+ Years Experience),General Accountant,13-2011.00,Accountants and Auditors
General Accountant - Non-Profit Organization (Grant Management Experience),General Accountant,13-2011.00,Accountants and Auditors
Staff Accountant (General Accounting) - Public Accounting Firm (Audit/Tax),General Accountant,13-2011.00,Accountants and Auditors
Instructional Technologist - eLearning Development (Articulate Storyline),Instructional Technologist,25-9031.00,Instructional Coordinators
Senior Instructional Technologist - Educational Software Support,Instructional Technologist,25-9031.00,Instructional Coordinators
Instructional Technology Specialist - Classroom Support & Training,Instructional Technologist,25-9031.00,Instructional Coordinators
Instructional Design & Technology - Faculty Support (Higher Education),Instructional Technologist,25-9031.00,Instructional Coordinators
Learning Technology Specialist - Instructional Design & Media Production,Instructional Technologist,25-9031.00,Instructional Coordinators
Emergency Services Program Coordinator - Disaster Response & Recovery,Emergency Services Program Coordinator,11-9161.00,Emergency Management Directors
"Program Coordinator, Emergency Medical Services (EMS) - Training & Education",Emergency Services Program Coordinator,11-9161.00,Emergency Management Directors
"Coordinator, Emergency Management - Business Continuity Planning",Emergency Services Program Coordinator,11-9161.00,Emergency Management Directors
"Emergency Services Coordinator - 911 Dispatch, Emergency Communications",Emergency Services Program Coordinator,11-9161.00,Emergency Management Directors
Emergency Preparedness Program Coordinator - Public Health (Grant Funded),Emergency Services Program Coordinator,11-9161.00,Emergency Management Directors
"Health Underwriter - Large Group, Commercial Lines",Health Underwriter,13-2053.00,Insurance Underwriters
Senior Health Underwriter - New Business Development,Health Underwriter,13-2053.00,Insurance Underwriters
Life & Health Underwriter (Entry-Level) - Paid Training Provided,Health Underwriter,13-2053.00,Insurance Underwriters
Health Underwriter - Medical Stop Loss Insurance,Health Underwriter,13-2053.00,Insurance Underwriters
"Assistant Vice President, Health Underwriting - Reinsurance Division",Health Underwriter,13-2053.00,Insurance Underwriters
Parking Control Officer - Downtown Enforcement Team,Parking Control Officer,33-3041.00,Parking Enforcement Workers
Part-Time Parking Enforcement Officer - Flexible Hours,Parking Control Officer,33-3041.00,Parking Enforcement Workers
Parking Control Officer (PCO) - University Campus Police Department,Parking Control Officer,33-3041.00,Parking Enforcement Workers
Senior Parking Control Officer - Boot and Tow Operations,Parking Control Officer,33-3041.00,Parking Enforcement Workers
"Parking Enforcement Officer - City of Irvine, CA (Full-Time)",Parking Control Officer,33-3041.00,Parking Enforcement Workers
Railroad Signal Maintainer - Union Pacific Railroad (Hiring Event),Railroad Signal Maintainer,49-9097.00,Signal and Track Switch Repairers
Signal Maintainer (Electronic Technician) - Norfolk Southern Railway,Railroad Signal Maintainer,49-9097.00,Signal and Track Switch Repairers
Senior Signalman (Railroad Signal Maintainer) - CSX Transportation,Railroad Signal Maintainer,49-9097.00,Signal and Track Switch Repairers
Railroad Signal Inspector/Maintainer - BNSF Railway (Full-Time),Railroad Signal Maintainer,49-9097.00,Signal and Track Switch Repairers
Electrical Signal Maintainer - Amtrak (Career Opportunity),Railroad Signal Maintainer,49-9097.00,Signal and Track Switch Repairers
Ground Support Agent (Customer Service) - $15.50/hr + Benefits,Ground Support Agent,39-6011.00,Baggage Porters and Bellhops
Ramp Agent/Ground Support Equipment Operator - Airport Job,Ground Support Agent,39-6011.00,Baggage Porters and Bellhops
Ground Handling Agent - Swissport International (Airline Services),Ground Support Agent,39-6011.00,Baggage Porters and Bellhops
Airline Ground Support Agent - American Airlines (Part-Time),Ground Support Agent,39-6011.00,Baggage Porters and Bellhops
Ground Support Equipment (GSE) Mechanic - Delta Air Lines (Full-Time),Ground Support Agent,39-6011.00,Baggage Porters and Bellhops
"Reporter, Investigative Team - NBC News (New York, NY)",Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Multi-Media Journalist/Reporter - ABC Affiliate (Small Market),Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
News Reporter - Print Media (Local Newspaper),Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
Sports Reporter - ESPN (Freelance Opportunity),Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
General Assignment Reporter - CBS News (Entry-Level Position),Reporter,27-3023.00,"News Analysts, Reporters, and Journalists"
"Deputy Court Clerk - Part-Time, $18-$20/hour",Court Deputy,33-3011.00,Bailiffs
Court Deputy (Bailiff) - Full-Time Position Available,Court Deputy,33-3011.00,Bailiffs
Senior Court Deputy - Jury Management,Court Deputy,33-3011.00,Bailiffs
Court Operations Deputy - Clerk of Court's Office,Court Deputy,33-3011.00,Bailiffs
Deputy Marshal - United States District Court,Court Deputy,33-3011.00,Bailiffs
"CNC Mill Operator - 2nd Shift, $25-$30/hour",CNC Licensed Mill Operator (Computer Numerical Control Licensed Mill Operator),51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
Licensed CNC Mill Operator (Day Shift) - Job ID: 1234,CNC Licensed Mill Operator (Computer Numerical Control Licensed Mill Operator),51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
"CNC Machinist - Mill Operator, $80,000 - $110,000/yr",CNC Licensed Mill Operator (Computer Numerical Control Licensed Mill Operator),51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
Computer Numerical Control (CNC) Licensed Mill Operator - Aerospace,CNC Licensed Mill Operator (Computer Numerical Control Licensed Mill Operator),51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
Experienced CNC Mill Operator - Medical Device Manufacturing,CNC Licensed Mill Operator (Computer Numerical Control Licensed Mill Operator),51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
Bell Captain - Luxury Hotel Downtown (Full-Time),Bell Captain,39-6011.00,Baggage Porters and Bellhops
Lead Bell Person/Bell Captain - High-End Resort,Bell Captain,39-6011.00,Baggage Porters and Bellhops
"Bell Services Captain - The Ritz-Carlton, New York",Bell Captain,39-6011.00,Baggage Porters and Bellhops
"Bell Captain (Guest Services) - The Four Seasons, Miami",Bell Captain,39-6011.00,Baggage Porters and Bellhops
"Bell Staff Captain - W Hotel, Times Square",Bell Captain,39-6011.00,Baggage Porters and Bellhops
Speech Language Pathology Assistant (SLPA) - Pediatric Clinic,Speech-Language Pathologist Assistant (SLPA),31-9099.01,Speech-Language Pathology Assistants
"SLPA - Speech-Language Pathologist Assistant, Full-Time",Speech-Language Pathologist Assistant (SLPA),31-9099.01,Speech-Language Pathology Assistants
Assistant to Speech-Language Pathologist (SLPA) - School Setting,Speech-Language Pathologist Assistant (SLPA),31-9099.01,Speech-Language Pathology Assistants
Speech-Language Pathologist Assistant (SLPA) - Bilingual (Spanish),Speech-Language Pathologist Assistant (SLPA),31-9099.01,Speech-Language Pathology Assistants
Speech Therapy Assistant (SLPA) - Rehabilitation Hospital,Speech-Language Pathologist Assistant (SLPA),31-9099.01,Speech-Language Pathology Assistants
"Refractory Installer - Industrial Construction, $25-$35/hour",Refractory Worker,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
Refractory Worker - Heat Resistant Materials (HRM),Refractory Worker,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
Refractory Specialist - Steel Mill Experience Preferred,Refractory Worker,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
Refractory Laborer - Entry-Level Position Available,Refractory Worker,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
Refractory Technician - Ceramic Installation Experience Required,Refractory Worker,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
Bridal Designer - Custom Wedding Gowns (NYC Boutique),Bridal Designer,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
Senior Bridal Designer - High-End Fashion Brand,Bridal Designer,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
Bridal Wear Designer (Part-Time) - Freelance Opportunity,Bridal Designer,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
"Lead Designer, Bridal & Evening Wear - Luxury Fashion House",Bridal Designer,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
Assistant Bridal Designer - Internship to Full-Time Position,Bridal Designer,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
Litigation Legal Coordinator - Document Review,Legal Coordinator,43-6012.00,Legal Secretaries and Administrative Assistants
Contract Legal Coordinator - Corporate Law Firm,Legal Coordinator,43-6012.00,Legal Secretaries and Administrative Assistants
Real Estate Legal Coordinator - Commercial Properties,Legal Coordinator,43-6012.00,Legal Secretaries and Administrative Assistants
Senior Legal Coordinator - Intellectual Property (IP) Law,Legal Coordinator,43-6012.00,Legal Secretaries and Administrative Assistants
Legal Coordinator (Temporary) - Trial Preparation Support,Legal Coordinator,43-6012.00,Legal Secretaries and Administrative Assistants
Adjunct Sociology Instructor - Online Courses (Spring Semester),Sociology Instructor,25-1067.00,"Sociology Teachers, Postsecondary"
Sociology Instructor - Tenure-Track Position (University),Sociology Instructor,25-1067.00,"Sociology Teachers, Postsecondary"
Part-Time Sociology Instructor - Community College,Sociology Instructor,25-1067.00,"Sociology Teachers, Postsecondary"
Visiting Sociology Instructor - Summer Session,Sociology Instructor,25-1067.00,"Sociology Teachers, Postsecondary"
Sociology Instructor (High School) - AP & Honors Courses,Sociology Instructor,25-1067.00,"Sociology Teachers, Postsecondary"
Water Treatment Chlorination Operator - Wastewater Management,Chlorination Operator,51-9011.00,Chemical Equipment Operators and Tenders
Chlorination Operator - Swimming Pool Maintenance (Seasonal),Chlorination Operator,51-9011.00,Chemical Equipment Operators and Tenders
Entry-Level Chlorination Operator - Chemical Plant,Chlorination Operator,51-9011.00,Chemical Equipment Operators and Tenders
Senior Chlorination Operator - Water Purification Facility,Chlorination Operator,51-9011.00,Chemical Equipment Operators and Tenders
Chlorination Operator (Night Shift) - Industrial Setting,Chlorination Operator,51-9011.00,Chemical Equipment Operators and Tenders
Registered Veterinary Nurse (RVN) - Small Animal Practice,Veterinary Nurse (Vet Nurse),29-2056.00,Veterinary Technologists and Technicians
Veterinary Nurse (Vet Nurse) - Equine Hospital,Veterinary Nurse (Vet Nurse),29-2056.00,Veterinary Technologists and Technicians
Experienced Veterinary Nurse - Emergency & Critical Care,Veterinary Nurse (Vet Nurse),29-2056.00,Veterinary Technologists and Technicians
Veterinary Nurse (Part-Time) - Animal Shelter,Veterinary Nurse (Vet Nurse),29-2056.00,Veterinary Technologists and Technicians
Lead Veterinary Nurse - Surgical Team (Referral Hospital),Veterinary Nurse (Vet Nurse),29-2056.00,Veterinary Technologists and Technicians
Senior Statistical Scientist - Pharmaceutical Industry (Remote Option),Statistical Scientist,15-2041.01,Biostatisticians
Statistical Scientist - Data Analytics Team (Multiple Openings),Statistical Scientist,15-2041.01,Biostatisticians
"Lead Statistical Scientist, Biostatistics - Oncology (Boston, MA)",Statistical Scientist,15-2041.01,Biostatisticians
"Statistical Scientist (R, Python, SQL) - Data Science Fellowship",Statistical Scientist,15-2041.01,Biostatisticians
"Principal Statistical Scientist - Machine Learning (San Francisco, CA)",Statistical Scientist,15-2041.01,Biostatisticians
Radio Frequency (RF) Design Engineer - Aerospace & Defense,Radio Frequency Design Engineer (RF Design Engineer),17-2199.06,Microsystems Engineers
"Senior RF Design Engineer - 5G/6G Wireless Systems (Seattle, WA)",Radio Frequency Design Engineer (RF Design Engineer),17-2199.06,Microsystems Engineers
RF Design Engineer - Electromagnetic Simulation (Entry-Level),Radio Frequency Design Engineer (RF Design Engineer),17-2199.06,Microsystems Engineers
"Principal RF Design Engineer, Antenna Design - Autonomous Vehicles",Radio Frequency Design Engineer (RF Design Engineer),17-2199.06,Microsystems Engineers
"RF Design Engineer (MMWave) - High-Speed Digital Design (Austin, TX)",Radio Frequency Design Engineer (RF Design Engineer),17-2199.06,Microsystems Engineers
"Watchmaker/Watch Repair Person - Luxury Retail (New York, NY)",Watch Repair Person,49-9064.00,Watch and Clock Repairers
Experienced Watch Repair Person - High-End Timepieces (Beverly Hills),Watch Repair Person,49-9064.00,Watch and Clock Repairers
"Watch Repair Technician - Jewelry Store (Full-Time, Benefits)",Watch Repair Person,49-9064.00,Watch and Clock Repairers
Horologist (Watch Repair Person) - Vintage Timepiece Restoration,Watch Repair Person,49-9064.00,Watch and Clock Repairers
Certified Watchmaker - Repair and Restoration of Fine Watches (Swiss Training),Watch Repair Person,49-9064.00,Watch and Clock Repairers
Assistant/Associate Professor of Health and Human Performance - Exercise Science,Health and Human Performance Professor,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
Professor of Health and Human Performance - Department Chair (Tenure-Track),Health and Human Performance Professor,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
Health and Human Performance Professor - Public Health Focus (Non-Tenure Track),Health and Human Performance Professor,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
Lecturer in Health and Human Performance - Kinesiology (Part-Time),Health and Human Performance Professor,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
Professor and Director of Health and Human Performance - Research Emphasis (Ph.D. Required),Health and Human Performance Professor,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
Vending Machine Technician - Route Service (Company Vehicle Provided),Vending Mechanic,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Experienced Vending Mechanic - Industrial Equipment Repair (Full-Time),Vending Mechanic,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
"Vending Repair Person - Coin-Operated Machines (On-Call, Competitive Pay)",Vending Mechanic,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Senior Vending Mechanic - Technical Lead (Multiple Locations),Vending Mechanic,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
"Vending Technician - Installation, Maintenance, and Repair (Entry-Level, Training Provided)",Vending Mechanic,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Insurance Analyst - Commercial Lines (Remote Option),Insurance Analyst,43-9041.00,Insurance Claims and Policy Processing Clerks
Senior Insurance Analyst - Workers Compensation Claims,Insurance Analyst,43-9041.00,Insurance Claims and Policy Processing Clerks
Insurance Analyst - Property & Casualty (Entry-Level),Insurance Analyst,43-9041.00,Insurance Claims and Policy Processing Clerks
Insurance Data Analyst - Actuarial Department,Insurance Analyst,43-9041.00,Insurance Claims and Policy Processing Clerks
Commercial Insurance Analyst - Underwriting Support Role,Insurance Analyst,43-9041.00,Insurance Claims and Policy Processing Clerks
Survey Technician - Field Crew Member (Nationwide Travel),Survey Technician,17-3031.00,Surveying and Mapping Technicians
Junior Survey Technician - Land Surveying Firm,Survey Technician,17-3031.00,Surveying and Mapping Technicians
Survey Technician - Construction Layout (Seasonal Opportunity),Survey Technician,17-3031.00,Surveying and Mapping Technicians
Hydrographic Survey Technician - Marine Survey Team,Survey Technician,17-3031.00,Surveying and Mapping Technicians
Staff Survey Technician - Civil Engineering Projects,Survey Technician,17-3031.00,Surveying and Mapping Technicians
CNC Machinist (CNC Machine Operator) - 2nd Shift,Computer Numerical Control Machine Operator (CNC Machine Operator),51-9111.00,Packaging and Filling Machine Operators and Tenders
Computer Numerical Control (CNC) Machine Operator - Milling Department,Computer Numerical Control Machine Operator (CNC Machine Operator),51-9111.00,Packaging and Filling Machine Operators and Tenders
CNC Machine Operator (Lathe) - Job Shop Environment,Computer Numerical Control Machine Operator (CNC Machine Operator),51-9111.00,Packaging and Filling Machine Operators and Tenders
Entry-Level CNC Machine Operator - On-the-Job Training,Computer Numerical Control Machine Operator (CNC Machine Operator),51-9111.00,Packaging and Filling Machine Operators and Tenders
Senior CNC Machine Operator - Troubleshooting & Maintenance,Computer Numerical Control Machine Operator (CNC Machine Operator),51-9111.00,Packaging and Filling Machine Operators and Tenders
Certified Credit Counselor - Non-Profit Organization (Bilingual),Certified Credit Counselor,13-2071.00,Credit Counselors
Credit Counselor - Financial Education & Planning,Certified Credit Counselor,13-2071.00,Credit Counselors
Certified Credit Counselor - Debt Management & Budgeting,Certified Credit Counselor,13-2071.00,Credit Counselors
Housing Credit Counselor - Homebuyer Education,Certified Credit Counselor,13-2071.00,Credit Counselors
Financial Coach/Certified Credit Counselor - Community Outreach,Certified Credit Counselor,13-2071.00,Credit Counselors
Animal Safety Officer - Humane Law Enforcement (Sworn Position),Animal Safety Officer,33-9011.00,Animal Control Workers
Animal Control Safety Officer - Field Services,Animal Safety Officer,33-9011.00,Animal Control Workers
Animal Welfare Safety Officer - Regulatory Compliance,Animal Safety Officer,33-9011.00,Animal Control Workers
Wildlife Safety Officer - Conservation & Education,Animal Safety Officer,33-9011.00,Animal Control Workers
Campus Animal Safety Officer - Research Institution (Part-Time),Animal Safety Officer,33-9011.00,Animal Control Workers
Data Collection Assistant - Field Research (Temporary),Data Collection Assistant,43-4111.00,"Interviewers, Except Eligibility and Loan"
Part-Time Data Collection Assistant - Survey Administration,Data Collection Assistant,43-4111.00,"Interviewers, Except Eligibility and Loan"
Data Collection Assistant (Bilingual) - Community Outreach Program,Data Collection Assistant,43-4111.00,"Interviewers, Except Eligibility and Loan"
Research Study: Data Collection Assistant - Paid Opportunity,Data Collection Assistant,43-4111.00,"Interviewers, Except Eligibility and Loan"
Entry-Level Data Collection Assistant - Data Entry & Analysis,Data Collection Assistant,43-4111.00,"Interviewers, Except Eligibility and Loan"
Claims Representative Trainee - Property & Casualty Insurance,Claims Representative,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
Senior Claims Representative - Workers' Compensation,Claims Representative,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
Claims Representative (Remote) - Auto Insurance,Claims Representative,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
Bilingual Claims Representative - Customer Service Focus,Claims Representative,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
Claims Representative - Liability & Litigation (Experienced),Claims Representative,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
Public Safety Dispatcher - Emergency Communications (911),Public Safety Dispatcher,43-5031.00,Public Safety Telecommunicators
"Dispatcher - Public Safety (Part-Time, Overnight Shift)",Public Safety Dispatcher,43-5031.00,Public Safety Telecommunicators
Public Safety Dispatcher Trainee - Law Enforcement Agency,Public Safety Dispatcher,43-5031.00,Public Safety Telecommunicators
Senior Public Safety Dispatcher - Supervisory Role,Public Safety Dispatcher,43-5031.00,Public Safety Telecommunicators
Public Safety Dispatcher - Fire Department (Full-Time),Public Safety Dispatcher,43-5031.00,Public Safety Telecommunicators
Asset Protection Manager - Regional Role (Multi-Store),Asset Protection Manager,11-9199.08,Loss Prevention Managers
Asset Protection Manager - Investigations & Compliance,Asset Protection Manager,11-9199.08,Loss Prevention Managers
Area Asset Protection Manager - Retail Industry,Asset Protection Manager,11-9199.08,Loss Prevention Managers
Senior Asset Protection Manager - Corporate Security,Asset Protection Manager,11-9199.08,Loss Prevention Managers
Asset Protection Manager - Loss Prevention (Grocery Retailer),Asset Protection Manager,11-9199.08,Loss Prevention Managers
Medical Records Manager - HIM Department (Hospital Setting),Medical Records Manager,11-9111.00,Medical and Health Services Managers
Medical Records Manager - Clinical Documentation Improvement,Medical Records Manager,11-9111.00,Medical and Health Services Managers
Medical Records Manager (Remote) - Healthcare Consulting,Medical Records Manager,11-9111.00,Medical and Health Services Managers
Senior Medical Records Manager - Operations & Compliance,Medical Records Manager,11-9111.00,Medical and Health Services Managers
Medical Records Manager - Practice Management (Ambulatory Care),Medical Records Manager,11-9111.00,Medical and Health Services Managers
Quality Assurance Inspector - Food Manufacturing (2nd Shift),Quality Assurance Inspector,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Senior QA Inspector - Medical Devices (ISO 13485),Quality Assurance Inspector,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Quality Assurance Inspector (Entry Level) - Aerospace Industry,Quality Assurance Inspector,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
"QA Inspector - 1st Shift, $18-$22/hr, Direct Hire",Quality Assurance Inspector,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Experienced Quality Assurance Inspector Wanted - Automotive Parts,Quality Assurance Inspector,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Social Work Assistant - Mental Health Services (Part-Time),Social Work Assistant,21-1093.00,Social and Human Service Assistants
Bilingual Social Work Assistant - Child Welfare Organization,Social Work Assistant,21-1093.00,Social and Human Service Assistants
Social Work Assistant Position - Geriatric Care Management,Social Work Assistant,21-1093.00,Social and Human Service Assistants
"Social Work Assistant, MSW - Hospital Setting (Full-Time)",Social Work Assistant,21-1093.00,Social and Human Service Assistants
"Social Work Assistant - Non-Profit Organization, Community Outreach",Social Work Assistant,21-1093.00,Social and Human Service Assistants
Bench Jeweler - Luxury Retail (High-End Jewelry Repair),Bench Jeweler,51-9071.00,Jewelers and Precious Stone and Metal Workers
Experienced Bench Jeweler Wanted - Custom Jewelry Design,Bench Jeweler,51-9071.00,Jewelers and Precious Stone and Metal Workers
"Bench Jeweler, Jewelry Repair Technician - Mall Store",Bench Jeweler,51-9071.00,Jewelers and Precious Stone and Metal Workers
Goldsmith/Bench Jeweler - Family-Owned Jewelry Store,Bench Jeweler,51-9071.00,Jewelers and Precious Stone and Metal Workers
Senior Bench Jeweler - Manufacturing Environment (Fine Jewelry),Bench Jeweler,51-9071.00,Jewelers and Precious Stone and Metal Workers
System Safety Engineer - Rail Transit Systems (PE Required),System Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Principal System Safety Engineer - Defense Industry,System Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
System Safety Engineer (Junior) - Aerospace Company,System Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Senior System Safety Engineer - Autonomous Vehicle Technology,System Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
System Safety Engineer - Medical Device Industry (FDA Regulations),System Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Inside Salesperson - Software Solutions (Base + Commission),Inside Salesperson,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
Inside Sales Representative - Industrial Equipment (B2B),Inside Salesperson,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
